ct_f1,ct_f2,ct_f3,ct_f4,ct_f5,ct_f6,ct_f7,ct_f8,ct_f9,ct_f10,ct_f11,ct_f12,ct_f13,ct_f14,ct_f15,ct_f16,ct_f17,ct_f18,ct_f19,ct_f20,ct_f21,ct_f22,ct_f23,ct_f24,ct_f25,ct_f26,ct_f27,ct_f28,ct_f29,ct_f30,ct_f31,ct_f32,ct_f33,ct_f34,ct_f35,ct_f36,ct_f37,ct_f38,ct_f39,ct_f40,ct_f41,ct_f42,ct_f43,ct_f44,ct_f45,ct_f46,ct_f47,ct_f48,ct_f49,ct_f50,ct_f51,ct_f52,ct_f53,ct_f54,ct_f55,ct_f56,ct_f57,ct_f58,ct_f59,ct_f60,thermal_asymmetry,thermal_rr,thermal_ampvar,label
0.421634577715026,0.15860536188151722,0.44122129552202405,0.2686528364687627,0.3384976262498764,0.11861584797279795,0.07408066839018207,0.09266187862660871,0.4057261297111592,0.05013940285420165,0.5478321838225816,0.46051294147948185,0.11456080103872984,0.06392498260027113,0.3410405368765318,0.4993938704690363,0.30742860726708093,0.3835983537497848,0.4532280767990059,0.3073930345594968,0.19249013872913784,-0.02612848413152674,0.2106542970989063,-0.015702033243553848,0.3850881140193816,0.1460725391403664,0.4264260752204283,0.23346758225481798,0.554222163016032,0.12688080109034403,0.29747871691500144,0.8434251963777477,0.005140450535004559,0.17550751923166133,0.49998920791450324,0.12761335412075472,0.3795952752769427,0.49344910603966285,-0.04066973841295002,0.4409540793535196,0.3799784695785231,0.5116598181667856,0.5167460179962189,0.412744717359987,0.3014745129227424,0.3969666991656974,0.22496557884436436,0.3283708373681781,0.17675024302302111,0.49596660547137683,0.32742228146311675,0.24521954906114377,0.5341845797927767,0.05168642690469702,0.20472461051611468,0.3939160942952733,0.25487751801371455,0.5333627982235167,0.35887034092561293,0.13517000048956695,0.13163849443037182,0.18671952430543343,0.22659511042942307,0
0.405995656621567,0.5164368251574349,0.4135101510773221,0.2054879544906577,0.05251761392034365,0.1407951399518302,0.3846664293940784,0.3083277482487714,0.06910192558651157,0.19064558845675306,0.2402448527734406,0.40329855726280756,0.05870651759208945,0.5287085169536465,0.17056808653399735,0.18840919390606625,0.33102343124015404,0.12611092820089603,0.21787588400782487,0.1469763935190616,-0.042447239296991235,0.1235961382377753,0.2232925858321284,0.45814317288495676,0.4792932898128473,0.46442009143038193,0.38521326983114257,0.22963543763295344,0.1876175273296855,0.010019117364288732,0.33020544485756764,0.3435988840800662,0.3691323059877538,0.4090503789515258,0.35439518187147967,0.3900243206375306,0.4460386183252268,0.32214466232926703,0.5024048359017353,0.20869622224548687,0.19326077514320927,0.6284738125485342,0.19381348578169255,0.5341505996822175,0.29268742419782007,0.7833691666125573,0.31748044511917983,-0.034001500243905414,0.2624344129231609,0.31937499916818457,0.10884329149058869,0.48444164520796534,-0.0927455207474952,0.6596149536733751,0.4734758984441108,0.11579079005680354,0.517747490854804,0.4629521397165522,0.30394474073854494,0.5999374232989889,0.25134187488146986,0.16041112568295926,0.2886101886844088,0
0.21488484753366183,0.3477920674669406,0.06762384730787507,0.5090887302122101,0.2141729519980999,0.8442235377497531,-0.013886206460610062,0.139716065469703,0.20590231007052995,0.37286916590057934,-0.11244599475897954,0.4345469733288003,-0.062012687829694546,0.6247073066687887,0.5651243806852211,0.03707792782818148,0.3146888439060125,0.5313167811028157,0.08662529941451219,0.5889737527730284,-0.07082412374407471,0.28935051089908365,0.7370744455926449,0.42927957886633195,0.09423061226847812,-0.07200692516000634,0.10205847536272045,0.23910249804561118,0.2976529779540391,0.08692727138589146,0.39007451250073916,0.3943716051181997,0.18829787877904192,0.3035816049514114,0.08460981535200734,0.3386160670968334,0.06753593109351194,0.3545853048564322,0.5208097098915181,0.37999719493653794,0.1004665885552993,0.47284938516864994,0.3494808125988454,0.7244010097531014,0.32399313291026915,0.24008228082575128,0.10403145362134583,0.46047674330828653,0.4305492526942878,0.0736696671287399,0.1423233781272148,0.42123838351512904,0.1955482965846287,0.349898672072321,0.19262534455143776,0.30030451356929216,0.29446267254786845,0.17098352282399276,0.47101476929291025,0.5933096450646543,0.13466445152657036,0.22090802281185917,0.24734240759253737,0
0.8200160384572616,0.9892700835552353,1.0068151719031084,1.0170942055998125,0.8898168343239874,0.5572569141093078,0.7508202726078158,0.6686680977116575,1.171339454990288,0.8484692030968379,0.9427343929821587,0.8568210580108456,1.1458024298546916,1.1152031689812958,0.5539809140247607,0.5847657954538961,1.2746777747490106,0.6499638371327355,0.8409117960350986,0.6318800488806257,1.1238790548322282,0.5905586260446595,0.820953282965198,0.9315437616459746,0.5817188627109489,0.8711956148158784,1.2771348615629203,0.9793722061405892,0.44186181628334154,0.8053116004978981,1.2191040723518678,1.275265919643175,1.330779877252632,0.35536495563126685,1.2089649416718413,1.1413014230195433,0.3938510527381557,0.8588441875345236,0.18652027484839317,0.34815830792192654,0.013472157310111199,0.6674798399563171,0.0642391347293566,0.9214121599510481,0.7573837787116752,1.235351184335099,0.40297171319445424,0.7299129012276494,0.24494403118040475,0.4726514702498959,0.98590299890379,0.783574871559657,1.0407986343016524,0.9753206440297354,0.7840454823516009,1.1062315554593822,0.6991828172268187,1.005451460156489,0.9237051466051351,0.9126139776063859,0.7666745505733658,0.42508849565448625,0.7657623995309661,1
0.7729801263541464,0.04669239135454506,0.7272579768998612,1.257643901805818,0.28803222799711814,0.7041991848870192,0.7145160079603227,0.9083820466827971,0.7468173685736631,0.7568046050000932,0.893088653356907,0.4037035003257448,0.6242741581302456,0.3705969826894842,1.2762697256151196,0.7022269549108169,0.5901236664496332,1.3302849800022551,1.0811956786226133,0.9393113151140977,1.56700986206,0.9479530852422304,0.8890274340856732,0.8483180592108198,0.780658637632946,0.3351419465355076,0.26497538357715966,0.522629519218742,0.7293477046326031,1.213091947278079,1.015685334359035,0.8121025488920673,0.6898643778093516,0.5466111236337311,0.906397842303288,0.9043841190411878,0.7377286586806252,0.6492447831962987,0.8431849677303693,0.8521089730282467,0.6804786865278091,0.7640249514963038,0.7126397114026157,0.7630365566486341,0.6675210088753487,1.150821598157412,1.1466697818491371,1.0504807805578498,0.9583838265101784,0.6737504346479836,0.613450416527954,1.1428527833365756,1.164545145404149,1.0299321734566762,0.7584120649878844,0.6013875594542879,0.8068959445995744,1.0460639148873048,0.6249403648946805,0.936222131542643,0.8549516190570559,0.4927453137702394,0.652504602864761,1
0.6022684279042068,0.33235328466551933,0.3529072934316274,0.268966552610277,0.17317876650698819,0.5430845020067225,0.5819785789707504,0.19179528785288963,0.17617030025059466,0.18384180243308618,0.37206410528271955,0.07230097382064221,-0.01683960669919321,0.3508582305361974,0.3682647506782843,0.09253664344002549,0.27154778490101344,0.17442320847140522,0.22290666383149818,0.38106232041422433,0.3376943910629817,0.3108337656877445,0.29248389982919526,0.07533551074518124,0.24972049228034235,0.16354009585616577,0.3581734661680426,0.03234196370090986,0.23954125736714735,-0.004111828583316213,0.1412097387993258,0.3218237650553338,0.5211572866022652,0.7146547241134951,0.43171304649240655,0.2579778644745906,0.7901018534079918,0.30392313195445475,0.5063628697064204,0.17297079110840188,-0.10031368801291124,-0.026293082627593778,0.18120159242093942,0.690302593321225,0.2634319633783293,0.3094038814421766,0.27838016361151047,0.5379491529587175,0.6495157514776005,0.4840631877723419,0.27313426573114136,0.44222749632117025,0.4973998907844459,-0.052045095427266874,0.3100629403769844,0.5753695882782506,0.34711671698993096,0.2566462016542451,0.47895106248729946,0.39774351218868276,0.14572323177309388,0.2050768039932927,0.28439816096509846,0
0.7221988211059069,0.09230098031727596,0.9936406883603848,0.691492129523146,0.6964803323930655,0.6898550416850431,-0.0021161885405237557,0.9447294888997005,0.48717577428921194,1.2390311902633306,0.9201804908127968,0.7960601932761969,0.36301632717613136,0.7562501528657009,0.9988204232959303,0.7390675087727828,1.3330847655314535,0.966661132054935,0.658657660606258,0.5249445274415592,0.8649060280674277,1.5641642295035538,0.8569027486751281,1.5775525860201487,0.15044019017284116,1.1101752595814163,0.7165204294779912,0.6524777859771764,0.6039334164458016,0.955602179923037,0.9003764236316552,1.056034268500759,0.4558030782996285,0.5693646358231383,1.0219298833546813,0.7810978257041438,0.5945287032504188,0.8190124130082186,0.8939335239412532,1.3132604444619083,0.6601558455841787,1.1872424745164991,1.2909121096286822,0.49072998643024024,0.9335243417223139,0.15856203506187183,0.9311947149027804,1.0511152459865754,0.5155065865480363,0.8049604856966273,0.38885360285405696,1.0915575966098223,0.8083551029435735,0.8235805354292721,0.4054311246545251,0.7824877270535905,1.1827150876021082,0.7863631185868373,0.8412168378780692,0.8319706633581102,0.8549478191657555,0.38084062478534886,0.7865293706690265,1
0.6909427220897004,1.0665309164631809,0.5887545354258791,1.083802451780846,0.5636139603701862,1.0468727776981601,0.8075609715954085,0.5937730729435909,0.8427535552809551,0.6438995486879082,0.8433581071196339,0.39735847022129,0.7881439571581637,1.0377753648390984,0.3430628824336222,1.0087658376635944,0.47962340285215777,0.6085902974986592,0.5211491190140696,0.7673037311554768,0.8934904015150212,0.9398214575314169,0.9271623999656624,0.7342750403805063,0.5490808815603669,0.6477666142309564,0.763937578446689,0.48519497474988044,1.3569045716153825,0.6234128438426524,0.5111435729482194,0.7984833253221111,0.2700148396508515,0.4960369809227369,1.0029373005386994,0.5790278284676161,0.5379264481838433,0.5598875204077225,0.6122897365460747,0.362410769244955,0.7044269918200857,0.7606503982496863,1.3026820400444412,0.9420706585170744,0.518015934492563,0.7947638449729443,0.5993582716758374,0.9830031086488523,0.6481759245080202,0.4780145474536065,0.45709707608323236,0.8290430068567515,0.7663700939634978,0.8024435370472695,1.4589047877568126,0.9699920220962093,1.2028697630949452,0.4978133427434147,1.0950205020899366,0.3202558660244732,0.8128846459577866,0.47622584164375537,0.7744075702935294,1
0.4661135697898308,0.3444504963010591,0.9859007779086555,1.4334128651330418,0.8157000502242213,0.49002466674635703,0.7366452923555515,0.16543812273641945,0.7550476466066008,0.7873164128935632,0.9910380854215846,0.7080186670343436,0.6147412244205671,0.7775059863764775,1.2595142604972742,0.5913794803006602,0.5911858242539465,0.6309280653527217,1.0537636210350054,0.7046045240295556,0.7330869127101269,1.0257008923268576,0.6510273721449584,0.8365923716594935,0.8342695444869096,1.0501534221735218,0.8752604344315206,0.5248708292095838,0.8528344581078611,0.7672208427569653,0.9019350812733106,1.287130609498398,0.9833569080899127,0.9398193511778102,1.3081380889082799,1.288137223927737,0.33384501125123994,0.6848123858720812,0.951763736551721,0.8490909474392434,0.966840069459158,0.42490130654887465,1.1983435643351643,0.9092315284724609,0.6599890025692553,0.3483075457249212,0.5847886200563638,0.804043475400339,0.7062839452760018,0.6544814042724171,0.8646451697687537,0.5471903596352259,0.8757796511207037,0.5142095503883983,0.8398008311234342,0.8321335949077376,0.611635058478561,0.8115468558026843,0.9787592660525402,0.9925939800350826,0.752831192960707,0.45889309151255475,0.8022479928059623,1
0.10177234547697916,0.3760165305060058,0.03712215003756175,0.052159308329781606,0.48255991944141213,0.20725569591538162,0.3819046108816443,0.22218720890764926,0.17446098997948523,0.2562885239872234,0.2531125937595642,0.2765626964854378,-0.03759587383342711,0.12998969174008387,0.5832297709399425,0.15637225808929733,-0.018733552699613187,0.2921873423031109,0.32257567926298114,-0.09785652943292777,0.5170268062161762,0.15664272398239654,0.5332534157191584,0.09875114373457253,0.24099561593628172,0.12143286724993432,0.012836083171137214,0.5635914290333901,0.43652470008965927,0.4039952649453909,0.28248811209316255,0.4269587643130905,0.11086703089290623,-0.01026399811219203,0.03343707876573071,0.34467954461359546,0.32625799093193825,0.22373441197853156,0.3259312897502495,0.10585116293095514,-0.01511682260341135,0.25527930733660464,0.2782406337489348,0.33402247492919807,0.3718417972586481,-0.01617219662430941,0.5629892135915936,0.3460236270213196,0.00426044614356158,0.14881052267128148,-0.033624487608159614,0.20681773945328707,0.3901891438078919,0.30165422454421753,0.21251973227626658,0.1491603659774533,0.6587312460240673,0.8583780305983326,0.42278999902472747,0.49146375113909324,0.2231981049892533,0.19762096276042806,0.19246780321336238,0
